"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","DV_TYPE","INDICATOR","COUNTERPART_COUNTRY","FREQUENCY","SCALE","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.GBR.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","United Kingdom","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.KOR.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Korea, Republic of","Annual","Millions","0.0","0.032","0.032","0.241","636.581","280.73","540.2065","738.587","883.238","1013.532","1146.307","1111.278","1735.05749786585","1458.8573564043","1395.72908480857"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.THA.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Thailand","Annual","Millions","15.78835091","23.57249479","64.38015828","19.22380139","19.87732698","64.38015828","12.80672395","10.03970819","8.34005189","7.55327721","6.21931542","6.06967207","7.95455705","87.80653786","72.70874823"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.SWZ.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Eswatini, Kingdom of","Annual","Millions","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.RUS.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Russian Federation","Annual","Millions","","","","0.0","0.0","0.019022","0.019022","0.070110598402598","0.097780878335884","0.056842993240773","","","","",""
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.GTM.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Guatemala","Annual","Millions","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.LTU.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Lithuania, Republic of","Annual","Millions","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","0.0",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.PRT.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Portugal","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.SVK.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Slovak Republic","Annual","Millions","","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.ZAF.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","South Africa","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.U202.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Sub-Saharan Africa","Annual","Millions","0.0","0.0","4526.0","436.93","2027.27","371.773","270.0","131.1","162.5","91.0","0.0","130.0","161.2669","172.918","175.872"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.KOR.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Korea, Republic of","Annual","Millions","0.0","0.0","0.0","0.0","1086.989","149.7026","391.579","613.628","603.929","1158.991","940.426","1242.121","1089.77865622984","662.949483630291","403.717390111884"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.BGD.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Bangladesh","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.HUN.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Hungary","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.TTO.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Trinidad and Tobago","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.MAC.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Macao Special Administrative Region, People's Republic of China","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.DEU.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Germany","Annual","Millions","9042.0","14363.0","20259.0","21365.0","21752.0","20805.0","21288.0","26329.0","18181.0","22112.0","42424.0","29796.0","25075.0","29818.0","20728.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.CYP.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Cyprus","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","",""
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.GX225.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","North and Central America","Annual","Millions","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.NGA.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Nigeria","Annual","Millions","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.GX641.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","North Africa","Annual","Millions","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.SWZ.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Eswatini, Kingdom of","Annual","Millions","","","","","","","","","0.0","0.0","0.0","","","",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.CZE.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Czech Republic","Annual","Millions","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.MEX.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Mexico","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.SVK.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Slovak Republic","Annual","Millions","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.DZA.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Algeria","Annual","Millions","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.KOR.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Korea, Republic of","Annual","Millions","997.0","1201.0","1129.0","1225.0","1472.0","1347.0","1571.0","1781.0","1605.0","1929.0","2166.0","1978.0","1718.0","2633.0","2240.0"
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.BGD.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Bangladesh","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.MUS.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Mauritius","Annual","Millions","","","6.0","144.31","80.02","86.761622","33.0","32.1","23.5","402.0","84.0","870.0","819.4581","641.668","722.049"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.U202.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Sub-Saharan Africa","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3974","0.394","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.IRL.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Ireland","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.BIH.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Bosnia and Herzegovina","Annual","Millions","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.LTU.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Lithuania, Republic of","Annual","Millions","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","1.71275"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.MAC.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Macao Special Administrative Region, People's Republic of China","Annual","Millions","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.DZA.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Algeria","Annual","Millions","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.MUS.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Mauritius","Annual","Millions","","","4526.0","436.93","2027.27","371.773","270.0","131.1","162.5","91.0","0.0","130.0","161.2669","172.918","175.872"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.U202.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Sub-Saharan Africa","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3974","0.394","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.EST.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Estonia, Republic of","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.ARM.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Armenia, Republic of","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.MOZ.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Mozambique, Republic of","Annual","Millions","","","0.0","0.0","","0.0","0.0","","","","","","","",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.MAC.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Macao Special Administrative Region, People's Republic of China","Annual","Millions","","","0.0","","0.0","0.0","0.0","","","","","","","","0.0"
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.BEL.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Belgium","Annual","Millions","3601.0","1331.0","1686.0","2428.0","1581.0","1895.0","2346.0","5625.0","1712.0","2004.0","2035.0","1541.0","3431.0","1429.0","1446.0"
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.BRB.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Barbados","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.TTO.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Trinidad and Tobago","Annual","Millions","","","","","","","","","","","","","","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.TTO.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Trinidad and Tobago","Annual","Millions","","","","","","","","","","","","","","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.EST.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Estonia, Republic of","Annual","Millions","0.0","","","","","","0.1447971","0.2255774","0.0863496","0.35037","7.116739","4.2322679","5.9835258","21.9548944","3.764735"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.CZE.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Czech Republic","Annual","Millions","0.517203832752613","0.474641352461202","1.06820461384152","1.11256887955917","8.22665125163366","","2.77715114405414","8.66328639962557","27.5165093231882","29.4013620582213","58.6612881835463","155.920605975593","62.1077399662886","28.7393438273788","29.0475956381838"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.GX225.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","North and Central America","Annual","Millions","1583.632","1437.928","2187.926","13113.6777053975","13722.9449746846","8311.98204581277","11765.3031314038","19290.3457219747","19628.7101728558","31223.0948440097","104420.029993794","108980.438028625","104605.298510718","105069.697968576","103284.483149791"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.GRC.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Greece","Annual","Millions","","","1.68207","0.0","1.2863017401","1.5216023916","1.3644415812","0.0","0.0","0.0","0.0","392.966504","0.004694627","0.0","0.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.LVA.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Latvia, Republic of","Annual","Millions","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.PAK.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Pakistan","Annual","Millions","0.0","0.0","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.GTM.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Guatemala","Annual","Millions","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.MOZ.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Mozambique, Republic of","Annual","Millions","","","0.0","0.0","","0.0","0.0","","","","","","","",""
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.SLV.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","El Salvador","Annual","Millions","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",""
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.KAZ.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Kazakhstan, Republic of","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.002","208.08","208.134","171.39","153.14","136.099","0.003","0.001","0.007"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.RUS.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Russian Federation","Annual","Millions","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.7678058110767","",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.CZE.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Czech Republic","Annual","Millions","","","","","6.75841962400724","1.83266182009284","","0.0","0.0","0.0","0.0","","","",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.FIN.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Finland","Annual","Millions","13.9045931594501","7.4425072672121","17.5455617811267","","49.6476","27.9243","46.8141","39.0017","101.9405","85.875","423.5218","402.4888","","598.3626","516.035"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.GX509.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Central and South Asia","Annual","Millions","0.0","0.0","0.0","0.0","0.200490160760121","0.409","0.0","0.0","0.00453945075416141","0.277","0.35","0.0443271712882005","0.140114861937212","0.009","0.058"
