"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","DV_TYPE","INDICATOR","COUNTERPART_COUNTRY","FREQUENCY","SCALE","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.RUS.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Russian Federation","Annual","Millions","","","","0.0","4.6921094429488","10.4039097562207","9.87413692819681","9.09220569184898","8.42909683369899","8.20570240931223","0.0","0.0","0.0","",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.GX641.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","North Africa","Annual","Millions","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.MOZ.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Mozambique, Republic of","Annual","Millions","","","0.0","0.0","","0.0","0.0","","","","","","","",""
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.DZA.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Algeria","Annual","Millions","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.MAC.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Macao Special Administrative Region, People's Republic of China","Annual","Millions","","","0.0","","0.0","0.0","0.0","","","","","","","","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.RUS.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Russian Federation","Annual","Millions","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.MEX.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Mexico","Annual","Millions","","","0.0","","","","","","","","","","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.CYP.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Cyprus","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.GX225.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","North and Central America","Annual","Millions","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.U005.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","South America","Annual","Millions","0.0","0.0","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.BGD.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Bangladesh","Annual","Millions","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.KAZ.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Kazakhstan, Republic of","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.SVK.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Slovak Republic","Annual","Millions","","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.GTM.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Guatemala","Annual","Millions","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.GX641.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","North Africa","Annual","Millions","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.U005.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","South America","Annual","Millions","0.395","1981.52091283","1553.18007804153","1962.23332670117","2481.89969460722","2222.49847266036","3769.52578557183","3386.19585368673","4580.37882465","2305.52158376","2890.74327494","3367.37676896","4685.49233599","2578.99256216","2013.29027736"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.BIH.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Bosnia and Herzegovina","Annual","Millions","","","","","","","","","","0.0","0.0","","","",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.SWZ.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Eswatini, Kingdom of","Annual","Millions","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.GX641.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","North Africa","Annual","Millions","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.KOR.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Korea, Republic of","Annual","Millions","0.0","0.0","0.0","0.0","385.703","70.964","333.99","420.735","537.016","532.317","689.546","714.95","1108.85106391575","832.286861516614","862.611879141423"
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.MLT.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Malta","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.NOR.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Norway","Annual","Millions","","2772.0","1700.0","1873.0","2031.0","1684.0","1245.0","","","","925.0","","","",""
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.FRA.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","France","Annual","Millions","20478.0","13962.0","19333.0","18827.0","26232.0","18949.0","18904.0","9918.0","6833.0","23233.0","21022.0","21505.0","7776.0","8350.0","8547.0"
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.BGR.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Bulgaria","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.GX225.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","North and Central America","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.SWE.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Sweden","Annual","Millions","10064.0","10063.0","12422.0","14556.0","15753.0","14409.0","13063.0","11116.0","12710.0","12061.0","7895.0","8093.0","7445.0","6858.0","9285.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.MUS.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Mauritius","Annual","Millions","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3974","0.394","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.MLT.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Malta","Annual","Millions","","0.0","0.0","0.0","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.MEX.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Mexico","Annual","Millions","","","","0.0","5.183","32.522","69.442","34.901","87.773","69.74","41.597","0.894","1.279","3.6","4.398"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.KAZ.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Kazakhstan, Republic of","Annual","Millions","0.0","0.0","0.0","0.0","0.0","1.089","1.295","209.236","214.558","178.51","160.62924","141.419","6.346","6.054","5.73093"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.BGR.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Bulgaria","Annual","Millions","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.ZAF.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","South Africa","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.MOZ.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Mozambique, Republic of","Annual","Millions","","","0.0","0.0","","0.0","0.0","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.NGA.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Nigeria","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.KAZ.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Kazakhstan, Republic of","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.277","0.35","0.04","0.108","0.009","0.058"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.ZAF.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","South Africa","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.RUS.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Russian Federation","Annual","Millions","","","","0.0","220.03594827423","212.503634997604","210.183065310635","206.937473178587","232.073766357206","264.797034991112","606.993886069669","511.37825","537.712057811077","",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.U005.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","South America","Annual","Millions","0.322","0.05","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.SLV.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","El Salvador","Annual","Millions","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.SLV.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","El Salvador","Annual","Millions","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.CYP.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Cyprus","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.GRC.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Greece","Annual","Millions","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.NGA.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Nigeria","Annual","Millions","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.ZAF.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","South Africa","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.ZAF.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","South Africa","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.SWZ.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Eswatini, Kingdom of","Annual","Millions","","","","","","","","","0.0","0.0","0.0","","","",""
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.FIN.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Finland","Annual","Millions","","","856.0","574.0","542.0","888.0","960.0","624.0","561.0","691.0","1139.0","1079.0","1460.0","1204.0","867.0"
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.MKD.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","North Macedonia, Republic of","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.GX226.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","North Atlantic and Caribbean","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.BRB.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Barbados","Annual","Millions","","","","9.36739467","13.40913268","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.BIH.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Bosnia and Herzegovina","Annual","Millions","","","","","","","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.ISL.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Iceland","Annual","Millions","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.MKD.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","North Macedonia, Republic of","Annual","Millions","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.30618","4.51797","3.84365"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.PAK.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Pakistan","Annual","Millions","0.0","","","0.0","0.0","0.0","0.0","","","","","","","",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.THA.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Thailand","Annual","Millions","3.07966173","4.97234829","7.66345829","5.93234829","7.70095829","7.66345829","11.54431222","7.59331998","8.78777629","9.41302297","27.89491883","28.41575372","24.14122146","11.91234149","11.59874394"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.GX454.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Other Near and Middle East Economies","Annual","Millions","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.ISL.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Iceland","Annual","Millions","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.GBR.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","United Kingdom","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.PER.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Peru","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.DZA.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Algeria","Annual","Millions","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.MKD.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","North Macedonia, Republic of","Annual","Millions","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.NGA.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Nigeria","Annual","Millions","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.NGA.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Nigeria","Annual","Millions","","","","","","","","","","","0.0","0.0","0.0","0.0",""
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.SWZ.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Eswatini, Kingdom of","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.GX509.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Central and South Asia","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.G001.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","World","Annual","Millions","276091.0","278674.0","275690.0","326170.0","368313.0","384678.0","423593.0","420003.0","390002.0","413134.0","427972.0","455782.0","473291.0","481132.0","489445.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.MKD.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","North Macedonia, Republic of","Annual","Millions","","","","","","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.SVN.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Slovenia, Republic of","Annual","Millions","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.LTU.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Lithuania, Republic of","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.POL.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Poland, Republic of","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.PHL.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Philippines","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.ZAF.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","South Africa","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.CYP.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Cyprus","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.EST.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Estonia, Republic of","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.DZA.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Algeria","Annual","Millions","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.DZA.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Algeria","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.GTM.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Guatemala","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.O.INWD_D_AG_FL_ALL.MUS.A","OBS_VALUE","United States","Reported official data","Inward Direct investment, Assets (gross), Debt instruments, All entities","Mauritius","Annual","Millions","","","","","","","","","","","","","","",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.PHL.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Philippines","Annual","Millions","0.0","","","","","","","","0.0702353223964906","0.00136370154009559","0.0","0.0","0.0","","0.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.BEL.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Belgium","Annual","Millions","38.03184","41.15496","21.86691","18.4716","56.40519","63.74025","51.60438","324.13575","345.63826","206.2145","311.40648","277.57002","262.1969","257.0506","142.545"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.GBR.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","United Kingdom","Annual","Millions","199.1985","","","","303.0112","199.7824","235.6221","105.7972","155.38225","233.5972","412.0151","210.694","124.9362","77.2352","96.7898000000001"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.FRA.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","France","Annual","Millions","0.0","0.0","473.864997","1487.92980572557","635.181574602866","1949.25240208468","","1578.26543972975","1592.0001052929","2038.70542164868","4780.21033003269","4415.99712383336","5608.98067990396","4478.70000446061","3947.81259728677"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.MAC.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Macao Special Administrative Region, People's Republic of China","Annual","Millions","26.4175367435339","23.7218992489833","36.0992916661461","24.6743486973948","30.4201933189763","30.089237662549","18.7827241526167","23.0116303817119","9.71832385305149","62.6425666964197","42.9814500847711","54.3630716826128","64.6708748863905","60.5420369079046","49.4131602941542"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.POL.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Poland, Republic of","Annual","Millions","0.0","0.236159373840289","0.877860361678469","1.29048909536714","1.99203187250996","1.71076642335766","0.0","0.478549039312804","0.0","0.0","1.57990362587882","1.33035334184759","1.47783251231527","2.27179790085874","2.54129606099111"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.FRA.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","France","Annual","Millions","2657.907","2748.5634","25766.220211902","27898.9697440185","33872.827150343","23260.8775437792","24765.7938478876","23105.0096467001","17823.5986291616","29780.6246268801","32645.87386767","38941.2434050448","31017.3094964106","31333.8450145178","30392.5639636942"
